Line | Original | Parsed Value
1062 | 203981,52 | 203981.52
1063 | 960000,00 | 960000.00
1064 | 203981,52 | 203981.52
1065 | 960000,00 | 960000.00
1066 | 203981,52 | 203981.52
1067 | 960000,00 | 960000.00
1068 | 203981,52 | 203981.52
1069 | 960000,00 | 960000.00
1070 | 203981,52 | 203981.52
1071 | 960000,00 | 960000.00
1072 | 203981,52 | 203981.52
1073 | 960000,00 | 960000.00
1074 | 203981,52 | 203981.52
1075 | 621137,88 | 621137.88
1076 | 1200000,00 | 1200000.00
1077 | 150000,00 | 150000.00
1078 | 373966,20 | 373966.20
1079 | 533487,34 | 533487.34
1080 | 390000,00 | 390000.00
1081 | 150000,00 | 150000.00
1082 | 45640,14 | 45640.14
1083 | 3900,00 | 3900.00
1084 | 373966,20 | 373966.20
1085 | 124655,40 | 124655.40
1086 | 5000,22 | 5000.22
1087 | 6500,33 | 6500.33
1088 | 5500,22 | 5500.22
1089 | 6000,22 | 6000.22
1090 | 300,00 | 300.00
1091 | 9200,44 | 9200.44
1092 | 1200000,00 | 1200000.00
1093 | 320975,34 | 320975.34
1094 | 1465998,11 | 1465998.11
1095 | 278865,28 | 278865.28
1096 | 66028,80 | 66028.80
1097 | 132000,00 | 132000.00
1098 | 10387,95 | 10387.95
1099 | 10387,95 | 10387.95
1100 | 10387,95 | 10387.95
1101 | 10387,95 | 10387.95
1102 | 10387,95 | 10387.95
1103 | 10387,95 | 10387.95
1104 | 10387,95 | 10387.95
1105 | 10387,95 | 10387.95
1106 | -203861,52 | -203861.52
1107 | -540000,00 | -540000.00
1108 | -40000,00 | -40000.00
1109 | 240000,00 | 240000.00
1110 | 180000,00 | 180000.00
1111 | 126047,90 | 126047.90
1112 | 4500000,00 | 4500000.00
1113 | 864000,00 | 864000.00
1114 | 67993,80 | 67993.80
1115 | 40000,00 | 40000.00
1116 | 373966,20 | 373966.20
1117 | -373966,20 | -373966.20
1118 | 1200000,00 | 1200000.00
1119 | 252095,80 | 252095.80
1120 | 31200000,00 | 31200000.00
1121 | 611944,68 | 611944.68
1122 | 360000,00 | 360000.00
1123 | 5400000,00 | 5400000.00
1124 | 373966,20 | 373966.20
1125 | 11338593,63 | 11338593.63
1126 | 263062,22 | 263062.22
1127 | 20000,00 | 20000.00
1128 | 1748689,33 | 1748689.33
1129 | 203861,52 | 203861.52
1130 | 540000,00 | 540000.00
1131 | 40000,00 | 40000.00
1132 | 373966,20 | 373966.20
1133 | 203861,52 | 203861.52
1134 | 864000,00 | 864000.00
1135 | 40000,00 | 40000.00
1136 | 67993,80 | 67993.80
1137 | 864000,00 | 864000.00
1138 | 40000,00 | 40000.00
1139 | 67993,80 | 67993.80
1140 | 864000,00 | 864000.00
1141 | 40000,00 | 40000.00
1142 | 611944,56 | 611944.56
1143 | 720000,00 | 720000.00
1144 | 504191,60 | 504191.60
1145 | 720000,00 | 720000.00
1146 | 504191,60 | 504191.60
1147 | 720000,00 | 720000.00
1148 | 504191,60 | 504191.60
1149 | 180000,00 | 180000.00
1150 | 126047,90 | 126047.90
1151 | 180000,00 | 180000.00
1152 | 126047,90 | 126047.90
1153 | 180000,00 | 180000.00
1154 | 126047,90 | 126047.90
1155 | 2400000,00 | 2400000.00
1156 | 504191,60 | 504191.60
1157 | 720000,00 | 720000.00
1158 | 504191,60 | 504191.60
1159 | 720000,00 | 720000.00
1160 | 504191,60 | 504191.60
1161 | 1200000,00 | 1200000.00
1162 | 1835834,04 | 1835834.04
1163 | 611584,56 | 611584.56
1164 | 720000,00 | 720000.00
1165 | 504191,60 | 504191.60
1166 | 611584,56 | 611584.56
1167 | 13500000,00 | 13500000.00
1168 | 1327247,80 | 1327247.80
1169 | 720000,00 | 720000.00
1170 | 504191,60 | 504191.60
1171 | 720000,00 | 720000.00
1172 | 504191,60 | 504191.60
1173 | 360000,00 | 360000.00
1174 | 252095,80 | 252095.80
1175 | 720000,00 | 720000.00
1176 | 504191,60 | 504191.60
1177 | 72000,00 | 72000.00
1178 | 72000,00 | 72000.00
1179 | 611584,56 | 611584.56
1180 | 180000,00 | 180000.00
1181 | 126047,90 | 126047.90
1182 | 180000,00 | 180000.00
1183 | 126047,90 | 126047.90
1184 | 33791,88 | 33791.88
1185 | 10080,00 | 10080.00
1186 | 15000,00 | 15000.00
1187 | 33791,88 | 33791.88
1188 | 64500,00 | 64500.00
1189 | 15000,00 | 15000.00
1190 | 46080,00 | 46080.00
1191 | 15000,00 | 15000.00
1192 | 20700,00 | 20700.00
1193 | 18018,00 | 18018.00
1194 | 33791,88 | 33791.88
1195 | 235072,50 | 235072.50
1196 | 15000,00 | 15000.00
1197 | 17280,00 | 17280.00
1198 | 414,00 | 414.00
1199 | 7806,00 | 7806.00
1200 | 526124,44 | 526124.44
1201 | 193176,25 | 193176.25
1202 | 60390,00 | 60390.00
1203 | 45000,00 | 45000.00
1204 | 15000,00 | 15000.00
1205 | 11520,00 | 11520.00
1206 | 12000,00 | 12000.00
1207 | 263062,22 | 263062.22
1208 | 68500,00 | 68500.00
1209 | 12000,00 | 12000.00
1210 | 296307,00 | 296307.00
1211 | 66000,00 | 66000.00
1212 | 33952,50 | 33952.50
1213 | 1800,00 | 1800.00
1214 | 30063,06 | 30063.06
1215 | 13050,00 | 13050.00
1216 | 17483,55 | 17483.55
1217 | 22950,00 | 22950.00
1218 | 1500,00 | 1500.00
1219 | 450,00 | 450.00
1220 | 65160,00 | 65160.00
1221 | 7891,50 | 7891.50
1222 | 3099,48 | 3099.48
1223 | 481486,63 | 481486.63
1224 | 38576,40 | 38576.40
1225 | 26248,38 | 26248.38
1226 | 2625,00 | 2625.00
1227 | 9799,50 | 9799.50
1228 | 33791,88 | 33791.88
1229 | 250111,20 | 250111.20
1230 | 28800,00 | 28800.00
1231 | 4848,00 | 4848.00
1232 | 12708,00 | 12708.00
1233 | 30584,16 | 30584.16
1234 | 11893,50 | 11893.50
1235 | 149400,00 | 149400.00
1236 | 15000,00 | 15000.00
1237 | 2250,00 | 2250.00
1238 | 47625,00 | 47625.00
1239 | 33791,88 | 33791.88
1240 | 263062,22 | 263062.22
1241 | 252750,00 | 252750.00
1242 | 112500,00 | 112500.00
1243 | 10080,00 | 10080.00
1244 | 15000,00 | 15000.00
1245 | 33791,88 | 33791.88
1246 | 134750,00 | 134750.00
1247 | 15000,00 | 15000.00
1248 | 36000,00 | 36000.00
1249 | 15000,00 | 15000.00
1250 | 33791,88 | 33791.88
1251 | 83750,00 | 83750.00
1252 | 15000,00 | 15000.00
1253 | 4649,22 | 4649.22
1254 | 254215,00 | 254215.00
1255 | 129625,00 | 129625.00
1256 | 21600,00 | 21600.00
1257 | 15000,00 | 15000.00
1258 | 33791,88 | 33791.88
1259 | 73750,00 | 73750.00
1260 | 15000,00 | 15000.00
1261 | 2368452,36 | 2368452.36
1262 | 373966,20 | 373966.20
1263 | 263062,22 | 263062.22
1264 | 263062,22 | 263062.22
1265 | 93600,00 | 93600.00
1266 | 15000,00 | 15000.00
1267 | 66240,00 | 66240.00
1268 | 234750,00 | 234750.00
1269 | 540720,00 | 540720.00
1270 | 33335,40 | 33335.40
1271 | 276000,00 | 276000.00
1272 | 958625,00 | 958625.00
1273 | 21074,90 | 21074.90
1274 | 120000,00 | 120000.00
1275 | 59427,28 | 59427.28
1276 | 45000,00 | 45000.00
1277 | 33791,88 | 33791.88
1278 | 135500,00 | 135500.00
1279 | 18300,00 | 18300.00
1280 | 45000,00 | 45000.00
1281 | 8640,00 | 8640.00
1282 | 15000,00 | 15000.00
1283 | 33791,88 | 33791.88
1284 | 63250,00 | 63250.00
1285 | 15000,00 | 15000.00
1286 | 5200000,00 | 5200000.00
1287 | 1800000,00 | 1800000.00
1288 | 56000,00 | 56000.00
1289 | 203981,52 | 203981.52
1290 | 100000,00 | 100000.00
1291 | 791801,81 | 791801.81
1292 | 100000,00 | 100000.00
1293 | 33791,88 | 33791.88
1294 | 611944,68 | 611944.68
1295 | 1920000,00 | 1920000.00
1296 | 203981,52 | 203981.52
1297 | 373966,20 | 373966.20
1298 | 5200000,00 | 5200000.00
1299 | 1800000,00 | 1800000.00
1300 | 56000,00 | 56000.00
1301 | 373966,20 | 373966.20
1302 | 202315,78 | 202315.78
1303 | 16895,94 | 16895.94
1304 | 33791,88 | 33791.88
1305 | -203981,52 | -203981.52
1306 | -150000,00 | -150000.00
1307 | 27000,00 | 27000.00
1308 | 84031,94 | 84031.94
1309 | 120000,00 | 120000.00
1310 | 31200000,00 | 31200000.00
1311 | 912000,00 | 912000.00
1312 | 2519424,00 | 2519424.00
1313 | 360000,00 | 360000.00
1314 | 23142,50 | 23142.50
1315 | 22160,00 | 22160.00
1316 | 21863,80 | 21863.80
1317 | 22773,00 | 22773.00
1318 | 16998,46 | 16998.46
1319 | 16998,46 | 16998.46
1320 | 16998,46 | 16998.46
1321 | 16998,46 | 16998.46
1322 | 23882,00 | 23882.00
1323 | 22478,85 | 22478.85
1324 | 124655,40 | 124655.40
1325 | 12000,00 | 12000.00
1326 | -22478,85 | -22478.85
1327 | 263062,22 | 263062.22
1328 | 1350000,00 | 1350000.00
1329 | 22478,85 | 22478.85
1330 | 19051,41 | 19051.41
1331 | 150000,00 | 150000.00
1332 | 16998,46 | 16998.46
1333 | 16998,46 | 16998.46
1334 | 16998,46 | 16998.46
1335 | 16998,46 | 16998.46
1336 | 14400,00 | 14400.00
1337 | 4114,00 | 4114.00
1338 | 810,00 | 810.00
1339 | 1265,00 | 1265.00
1340 | 42315,60 | 42315.60
1341 | 12580,92 | 12580.92
1342 | 263062,22 | 263062.22
1343 | 150000,00 | 150000.00
1344 | 16998,39 | 16998.39
1345 | 16998,39 | 16998.39
1346 | 16998,39 | 16998.39
1347 | 16998,39 | 16998.39
1348 | 52399,79 | 52399.79
1349 | 52399,79 | 52399.79
1350 | 52399,79 | 52399.79
1351 | 52399,79 | 52399.79
1352 | 16998,39 | 16998.39
1353 | 16998,39 | 16998.39
1354 | 16998,39 | 16998.39
1355 | 16999,23 | 16999.23
1356 | 16998,46 | 16998.46
1357 | 16998,46 | 16998.46
1358 | 16998,46 | 16998.46
1359 | 16998,46 | 16998.46
1360 | 16998,39 | 16998.39
1361 | 16998,39 | 16998.39
1362 | 16999,23 | 16999.23
1363 | 44000,00 | 44000.00
1364 | 13805,00 | 13805.00
1365 | 4350,00 | 4350.00
1366 | 100000,00 | 100000.00
1367 | 12000,00 | 12000.00
1368 | 24000,00 | 24000.00
1369 | 6200,00 | 6200.00
1370 | 1600,00 | 1600.00
1371 | 7000,00 | 7000.00
1372 | 20145,15 | 20145.15
1373 | 28159,90 | 28159.90
1374 | 8400,00 | 8400.00
1375 | 825,00 | 825.00
1376 | 8472,00 | 8472.00
1377 | 18018,00 | 18018.00
1378 | 21239,00 | 21239.00
1379 | 28750,00 | 28750.00
1380 | 7929,00 | 7929.00
1381 | 8000,00 | 8000.00
1382 | 48140,00 | 48140.00
1383 | 48835,20 | 48835.20
1384 | 91973,65 | 91973.65
1385 | 16999,23 | 16999.23
1386 | 16998,46 | 16998.46
1387 | 16998,46 | 16998.46
1388 | 16998,46 | 16998.46
1389 | 16998,46 | 16998.46
1390 | 16998,46 | 16998.46
1391 | 16998,46 | 16998.46
1392 | 16998,60 | 16998.60
1393 | 16998,60 | 16998.60
1394 | 16998,60 | 16998.60
1395 | 16998,60 | 16998.60
1396 | 17600,00 | 17600.00
1397 | 7900,00 | 7900.00
1398 | 69500,00 | 69500.00
1399 | 600,00 | 600.00
1400 | 1200,00 | 1200.00
1401 | 6000,00 | 6000.00
1402 | 90000,00 | 90000.00
1403 | 77625,00 | 77625.00
1404 | 31101,00 | 31101.00
1405 | 5692,50 | 5692.50
1406 | 38640,00 | 38640.00
1407 | 1380,00 | 1380.00
1408 | 3450,00 | 3450.00
1409 | 7806,00 | 7806.00
1410 | 15000,00 | 15000.00
1411 | 20292,00 | 20292.00
1412 | 9799,50 | 9799.50
1413 | 60000,00 | 60000.00
1414 | 12000,00 | 12000.00
1415 | 57622,50 | 57622.50
1416 | 18654,05 | 18654.05
1417 | 54000,00 | 54000.00
1418 | 1953,00 | 1953.00
1419 | 492,00 | 492.00
1420 | 1200,00 | 1200.00
1421 | 2772,00 | 2772.00
1422 | 6354,00 | 6354.00
1423 | 7891,50 | 7891.50
1424 | 33791,88 | 33791.88
1425 | 10000,00 | 10000.00
1426 | 25000,00 | 25000.00
1427 | 5000,00 | 5000.00
1428 | 500,00 | 500.00
1429 | 15000,00 | 15000.00
1430 | 58917,58 | 58917.58
1431 | 1221,00 | 1221.00
1432 | 77625,00 | 77625.00
1433 | 27855,00 | 27855.00
1434 | 50000,00 | 50000.00
1435 | 4500,00 | 4500.00
1436 | 2100,00 | 2100.00
1437 | 72000,00 | 72000.00
1438 | 1302,00 | 1302.00
1439 | 20704,21 | 20704.21
1440 | 46744,14 | 46744.14
1441 | 263062,21 | 263062.21
1442 | 80871,72 | 80871.72
1443 | 58917,60 | 58917.60
1444 | 10000,00 | 10000.00
1445 | 610,50 | 610.50
1446 | 55800,00 | 55800.00
1447 | 13329,00 | 13329.00
1448 | 3795,00 | 3795.00
1449 | 9472,00 | 9472.00
1450 | 11040,00 | 11040.00
1451 | 1380,00 | 1380.00
1452 | 6355,00 | 6355.00
1453 | 7806,00 | 7806.00
1454 | 7891,50 | 7891.50
1455 | 20292,00 | 20292.00
1456 | 13500,00 | 13500.00
1457 | 9799,50 | 9799.50
1458 | 18357,24 | 18357.24
1459 | 263062,20 | 263062.20
1460 | 60000,00 | 60000.00
1461 | 18600,00 | 18600.00
1462 | 35313,15 | 35313.15
1463 | 36000,00 | 36000.00
1464 | 1953,00 | 1953.00
1465 | 34500,00 | 34500.00
1466 | 1200,00 | 1200.00
1467 | 77625,00 | 77625.00
1468 | 1848,00 | 1848.00
1469 | 10000,00 | 10000.00
1470 | 80871,72 | 80871.72
1471 | 5000,00 | 5000.00
1472 | 500,00 | 500.00
1473 | 22500,00 | 22500.00
1474 | 70701,12 | 70701.12
1475 | 610,50 | 610.50
1476 | 2500,00 | 2500.00
1477 | 16905,00 | 16905.00
1478 | 7891,50 | 7891.50
1479 | 7500,00 | 7500.00
1480 | 900,00 | 900.00
1481 | 12000,00 | 12000.00
1482 | 8744,12 | 8744.12
1483 | 45286,74 | 45286.74
1484 | 1200,00 | 1200.00
1485 | 60000,00 | 60000.00
1486 | 3097,50 | 3097.50
1487 | 157,50 | 157.50
1488 | 367,50 | 367.50
1489 | 77625,00 | 77625.00
1490 | 7364,70 | 7364.70
1491 | 3864,00 | 3864.00
1492 | 483,00 | 483.00
1493 | 6354,00 | 6354.00
1494 | 1500,00 | 1500.00
1495 | 610,50 | 610.50
1496 | 33791,88 | 33791.88
1497 | 10000,00 | 10000.00
1498 | 80871,72 | 80871.72
1499 | 8250,00 | 8250.00
1500 | 500,00 | 500.00
1501 | 22500,00 | 22500.00
1502 | 58917,60 | 58917.60
1503 | 22103,73 | 22103.73
1504 | 2500,00 | 2500.00
1505 | 1800,00 | 1800.00
1506 | 4512,00 | 4512.00
1507 | 10500,00 | 10500.00
1508 | 2100,00 | 2100.00
1509 | 18000,00 | 18000.00
1510 | 1302,00 | 1302.00
1511 | 492,00 | 492.00
1512 | 1200,00 | 1200.00
1513 | 1800,00 | 1800.00
1514 | 562,50 | 562.50
1515 | 1312,50 | 1312.50
1516 | 23908,50 | 23908.50
1517 | 2842,20 | 2842.20
1518 | 13800,00 | 13800.00
1519 | 1725,00 | 1725.00
1520 | 6354,00 | 6354.00
1521 | 18018,00 | 18018.00
1522 | 7891,48 | 7891.48
1523 | 37950,00 | 37950.00
1524 | 4410,00 | 4410.00
1525 | 16437,00 | 16437.00
1526 | 2610,00 | 2610.00
1527 | 6352,50 | 6352.50
1528 | 3504,00 | 3504.00
1529 | 12702,00 | 12702.00
1530 | 7569,00 | 7569.00
1531 | 2050,50 | 2050.50
1532 | 4500,00 | 4500.00
1533 | 1800,00 | 1800.00
1534 | 60375,00 | 60375.00
1535 | 2500,00 | 2500.00
1536 | 180000,00 | 180000.00
1537 | 9600,00 | 9600.00
1538 | 607,50 | 607.50
1539 | 1417,50 | 1417.50
1540 | 117739,50 | 117739.50
1541 | 3696,00 | 3696.00
1542 | 204240,00 | 204240.00
1543 | 2553,00 | 2553.00
1544 | 22977,00 | 22977.00
1545 | 12708,00 | 12708.00
1546 | 23418,00 | 23418.00
1547 | 9000,00 | 9000.00
1548 | 60876,00 | 60876.00
1549 | 29398,47 | 29398.47
1550 | 11893,50 | 11893.50
1551 | 100183,50 | 100183.50
1552 | 22643,36 | 22643.36
1553 | 6900,00 | 6900.00
1554 | 18000,00 | 18000.00
1555 | 1302,00 | 1302.00
1556 | 80676,00 | 80676.00
1557 | 304462,50 | 304462.50
1558 | 959,40 | 959.40
1559 | 31858,50 | 31858.50
1560 | 610,50 | 610.50
1561 | 1300000,00 | 1300000.00
1562 | 21000,00 | 21000.00
1563 | 1500,00 | 1500.00
1564 | 2250,00 | 2250.00
1565 | 6000,00 | 6000.00
1566 | 1302,00 | 1302.00
1567 | 276,00 | 276.00
1568 | 34,50 | 34.50
1569 | 63000,00 | 63000.00
1570 | 26100,00 | 26100.00
1571 | 5220,00 | 5220.00
1572 | 2500,00 | 2500.00
1573 | 69,00 | 69.00
1574 | 6000,00 | 6000.00
1575 | 2250,00 | 2250.00
1576 | 6000,00 | 6000.00
1577 | 4173,00 | 4173.00
1578 | 5467,50 | 5467.50
1579 | 529,38 | 529.38
1580 | 1200,00 | 1200.00
1581 | 552,00 | 552.00
1582 | 1200,00 | 1200.00
1583 | 424350,00 | 424350.00
1584 | 841,32 | 841.32
1585 | 12000,00 | 12000.00
1586 | 450,00 | 450.00
1587 | 1050,00 | 1050.00
1588 | 1474875,00 | 1474875.00
1589 | 195492,00 | 195492.00
1590 | 3795,00 | 3795.00
1591 | 1184,25 | 1184.25
1592 | 1753,50 | 1753.50
1593 | 4800,00 | 4800.00
1594 | 7392,00 | 7392.00
1595 | 268272,00 | 268272.00
1596 | 3174,00 | 3174.00
1597 | 30360,00 | 30360.00
1598 | 38124,00 | 38124.00
1599 | 15783,00 | 15783.00
1600 | 63717,00 | 63717.00
1601 | 23787,00 | 23787.00
1602 | 843495,71 | 843495.71
1603 | 94014,48 | 94014.48
1604 | 499800,00 | 499800.00
1605 | 442012,86 | 442012.86
1606 | 520797,51 | 520797.51
1607 | 66147,48 | 66147.48
1608 | 75306,00 | 75306.00
1609 | 32800,50 | 32800.50
1610 | 149232,40 | 149232.40
1611 | 54616,50 | 54616.50
1612 | 72675,00 | 72675.00
1613 | 52682,95 | 52682.95
1614 | 9541,31 | 9541.31
1615 | 78600,00 | 78600.00
1616 | 915000,00 | 915000.00
1617 | 3108,00 | 3108.00
1618 | 37758,00 | 37758.00
1619 | 59760,00 | 59760.00
1620 | 1591215,00 | 1591215.00
1621 | 24420,00 | 24420.00
1622 | 10800000,00 | 10800000.00
1623 | 203981,52 | 203981.52
1624 | 360000,00 | 360000.00
1625 | 5068,50 | 5068.50
1626 | 4500,00 | 4500.00
1627 | 27000,00 | 27000.00
1628 | 5400,00 | 5400.00
1629 | 42000,00 | 42000.00
1630 | 1500,00 | 1500.00
1631 | 1800,00 | 1800.00
1632 | 26100,00 | 26100.00
1633 | 5220,00 | 5220.00
1634 | 26100,00 | 26100.00
1635 | 5220,00 | 5220.00
1636 | 2500,00 | 2500.00
1637 | 26100,00 | 26100.00
1638 | 5220,00 | 5220.00
1639 | 611944,68 | 611944.68
1640 | 172800,00 | 172800.00
1641 | 74400,00 | 74400.00
1642 | 112800,00 | 112800.00
1643 | 124800,00 | 124800.00
1644 | 69600,00 | 69600.00
1645 | 202255,00 | 202255.00
1646 | 373966,20 | 373966.20
1647 | 540000,00 | 540000.00
1648 | 202255,00 | 202255.00
1649 | 36379950,00 | 36379950.00
1650 | 5200000,00 | 5200000.00
1651 | 64000,00 | 64000.00
1652 | 1093281,12 | 1093281.12
1653 | 438062,22 | 438062.22
1654 | 1718049,37 | 1718049.37
1655 | 118990,20 | 118990.20
1656 | 60000,00 | 60000.00
1657 | 100000,00 | 100000.00
1658 | 53239618,50 | 53239618.50
1659 | 3000000,00 | 3000000.00
1660 | 64000,00 | 64000.00
1661 | 32000,00 | 32000.00
1662 | 3000000,00 | 3000000.00
1663 | 67993,80 | 67993.80
1664 | 160000,00 | 160000.00
1665 | 63456,12 | 63456.12
1666 | 56000,00 | 56000.00
1667 | 5200000,00 | 5200000.00
1668 | 64000,00 | 64000.00
1669 | 64000,00 | 64000.00
1670 | 5200000,00 | 5200000.00
1671 | 64000,00 | 64000.00
1672 | 5200000,00 | 5200000.00
1673 | 64000,00 | 64000.00
1674 | 5200000,00 | 5200000.00
1675 | 64000,00 | 64000.00
1676 | 5200000,00 | 5200000.00
1677 | 64000,00 | 64000.00
1678 | 3000000,00 | 3000000.00
1679 | 64000,00 | 64000.00
1680 | 3000000,00 | 3000000.00
1681 | 32000,00 | 32000.00
1682 | 1800000,00 | 1800000.00
1683 | 32000,00 | 32000.00
1684 | 1800000,00 | 1800000.00
1685 | 32000,00 | 32000.00
1686 | 3000000,00 | 3000000.00
1687 | 32000,00 | 32000.00
1688 | 3000000,00 | 3000000.00
1689 | -220997,57 | -220997.57
1690 | -220997,57 | -220997.57
1691 | -220997,57 | -220997.57
1692 | -220997,57 | -220997.57
1693 | 3000000,00 | 3000000.00
1694 | 32000,00 | 32000.00
1695 | 32000,00 | 32000.00
1696 | 3000000,00 | 3000000.00
1697 | 3000000,00 | 3000000.00
1698 | 32000,00 | 32000.00
1699 | 32000,00 | 32000.00
1700 | 3000000,00 | 3000000.00
1701 | 32000,00 | 32000.00
1702 | 3000000,00 | 3000000.00
1703 | 16000,00 | 16000.00
1704 | 1800000,00 | 1800000.00
1705 | 16000,00 | 16000.00
1706 | 1800000,00 | 1800000.00
1707 | 64000,00 | 64000.00
1708 | 5200000,00 | 5200000.00
1709 | 64000,00 | 64000.00
1710 | 5200000,00 | 5200000.00
1711 | 64000,00 | 64000.00
1712 | 3000000,00 | 3000000.00
1713 | 32000,00 | 32000.00
1714 | 1800000,00 | 1800000.00
1715 | 3000000,00 | 3000000.00
1716 | 64000,00 | 64000.00
1717 | 32000,00 | 32000.00
1718 | 3000000,00 | 3000000.00
1719 | 32000,00 | 32000.00
1720 | 3000000,00 | 3000000.00
1721 | 32000,00 | 32000.00
1722 | 3000000,00 | 3000000.00
1723 | 16000,00 | 16000.00
1724 | 1800000,00 | 1800000.00
1725 | 4000,00 | 4000.00
1726 | 3600,00 | 3600.00
1727 | 6000,00 | 6000.00
1728 | 30000,00 | 30000.00
1729 | 30000,00 | 30000.00
1730 | 371645,67 | 371645.67
1731 | 203981,52 | 203981.52
1732 | 203981,52 | 203981.52
1733 | 1800000,00 | 1800000.00
1734 | 32000,00 | 32000.00
1735 | 203981,52 | 203981.52
1736 | 67993,92 | 67993.92
1737 | 67993,80 | 67993.80
1738 | 203981,52 | 203981.52
1739 | 611944,68 | 611944.68
1740 | 203981,52 | 203981.52
1741 | 203981,52 | 203981.52
1742 | 67993,80 | 67993.80
1743 | 67993,80 | 67993.80
1744 | 67993,80 | 67993.80
1745 | 1800000,00 | 1800000.00
1746 | 32000,00 | 32000.00
1747 | 100000,00 | 100000.00
1748 | 3000000,00 | 3000000.00
1749 | 16000,00 | 16000.00
1750 | 3000000,00 | 3000000.00
1751 | 16000,00 | 16000.00
1752 | 3000000,00 | 3000000.00
1753 | 32000,00 | 32000.00
1754 | 3000000,00 | 3000000.00
1755 | 32000,00 | 32000.00
1756 | 3000000,00 | 3000000.00
1757 | 32000,00 | 32000.00
1758 | 220997,57 | 220997.57
1759 | 220997,57 | 220997.57
1760 | 220997,57 | 220997.57
1761 | 220997,57 | 220997.57
1762 | 3000000,00 | 3000000.00
1763 | 32000,00 | 32000.00
1764 | -6013207,46 | -6013207.46
1765 | 9226705,50 | 9226705.50
1766 | 1800000,00 | 1800000.00
1767 | 16000,00 | 16000.00
1768 | 1800000,00 | 1800000.00
1769 | 16000,00 | 16000.00
1770 | 480000,00 | 480000.00
1771 | 4000,00 | 4000.00
1772 | 67993,80 | 67993.80
1773 | 203981,52 | 203981.52
1774 | 203981,52 | 203981.52
1775 | 67993,80 | 67993.80
1776 | 203981,52 | 203981.52
1777 | 203981,52 | 203981.52
1778 | 203981,52 | 203981.52
1779 | -9226705,50 | -9226705.50
1780 | 6722690,75 | 6722690.75
1781 | 611944,68 | 611944.68
1782 | 67993,80 | 67993.80
1783 | 611944,68 | 611944.68
1784 | 65600,00 | 65600.00
1785 | 20000,00 | 20000.00
1786 | 3600000,00 | 3600000.00
1787 | 32000,00 | 32000.00
1788 | 451207,97 | 451207.97
1789 | 20000,00 | 20000.00
1790 | 203981,52 | 203981.52
1791 | 203981,52 | 203981.52
1792 | 203981,52 | 203981.52
1793 | -1800000,00 | -1800000.00
1794 | -16000,00 | -16000.00
1795 | 6013207,46 | 6013207.46
1796 | 203981,52 | 203981.52
1797 | 67993,80 | 67993.80
1798 | 365057,28 | 365057.28
1799 | 504191,58 | 504191.58
1800 | 720000,02 | 720000.02
1801 | 203981,52 | 203981.52
1802 | 12000,00 | 12000.00
1803 | 67993,80 | 67993.80
1804 | 3240000,00 | 3240000.00
1805 | 203981,52 | 203981.52
1806 | 24000,00 | 24000.00
1807 | 1200000,00 | 1200000.00
1808 | 67993,80 | 67993.80
1809 | 67993,80 | 67993.80
1810 | 203981,52 | 203981.52
1811 | -1800000,00 | -1800000.00
1812 | -16000,00 | -16000.00
1813 | 1014805,93 | 1014805.93
1814 | 203981,52 | 203981.52
1815 | 373966,20 | 373966.20
1816 | 1200000,00 | 1200000.00
1817 | 12000,00 | 12000.00
1818 | 611944,68 | 611944.68
1819 | 66410,46 | 66410.46
1820 | 6013207,45 | 6013207.45
1821 | 72000,00 | 72000.00
1822 | 203981,52 | 203981.52
1823 | 2880000,00 | 2880000.00
1824 | 25000,00 | 25000.00
1825 | 180000,00 | 180000.00
1826 | 25600,00 | 25600.00
1827 | 40000,00 | 40000.00
1828 | 540000,00 | 540000.00
1829 | 203981,52 | 203981.52
1830 | 203981,52 | 203981.52
1831 | 186983,06 | 186983.06
1832 | -3000000,00 | -3000000.00
1833 | -32000,00 | -32000.00
1834 | 3000000,00 | 3000000.00
1835 | 32000,00 | 32000.00
1836 | 315000,00 | 315000.00
1837 | 864000,00 | 864000.00
1838 | 203981,52 | 203981.52
1839 | 67993,80 | 67993.80
1840 | 540000,00 | 540000.00
1841 | 203981,52 | 203981.52
1842 | 1067895,25 | 1067895.25
1843 | 6000,00 | 6000.00
1844 | 1080000,00 | 1080000.00
1845 | 80871,72 | 80871.72
1846 | 1098550,91 | 1098550.91
1847 | 8000,00 | 8000.00
1848 | 25000,00 | 25000.00
1849 | 10000,00 | 10000.00
1850 | -60000,00 | -60000.00
1851 | 3000000,00 | 3000000.00
1852 | 32000,00 | 32000.00
1853 | 60000,00 | 60000.00
1854 | 20000,00 | 20000.00
1855 | 10000,00 | 10000.00
1856 | 4000,00 | 4000.00
1857 | 13900,00 | 13900.00
1858 | 7900,00 | 7900.00
1859 | 4000,00 | 4000.00
1860 | 24000,00 | 24000.00
1861 | 1200000,00 | 1200000.00
1862 | 4800,00 | 4800.00
1863 | 103500,00 | 103500.00
1864 | 6701614,50 | 6701614.50
1865 | 33600,00 | 33600.00
1866 | -67993,92 | -67993.92
1867 | 5200000,00 | 5200000.00
1868 | 64000,00 | 64000.00
1869 | 864000,00 | 864000.00
1870 | 67993,80 | 67993.80
1871 | 3000000,00 | 3000000.00
1872 | 32000,00 | 32000.00
1873 | 611944,68 | 611944.68
1874 | 1800000,00 | 1800000.00
1875 | 16000,00 | 16000.00
